Family;Genus;Species;Species English;Bangka;Red Sea;Both;All
Pomacentridae;Chromis;xouthos;Yellow-Brown Chromis;1;0;0;1
Pomacentridae;Chrysiptera;annulatus;NA;1;0;0;1
Pomacentridae;Chrysiptera;arnazae;Arnaz's Damselfish;1;0;0;1
Pomacentridae;Chrysiptera;biocellata;Twospot Damselfish;1;0;0;1
Pomacentridae;Chrysiptera;bleekeri;Bleeker's Damselfish;1;0;0;1
Pomacentridae;Chrysiptera;brownriggii;Surge Damselfish Indian Ocean;1;0;0;1
Pomacentridae;Chrysiptera;cyanea;Blue Devil;1;0;0;1
Pomacentridae;Chrysiptera;hemicyanea;Azure Damselfish;1;0;0;1
Pomacentridae;Chrysiptera;leucopomus;Pacific Surge Damsel;1;0;0;1
Pomacentridae;Chrysiptera;rollandi;Rolland's Damselfish;1;0;0;1
Pomacentridae;Chrysiptera;springeri;Springer's Demoiselle;1;0;0;1
Pomacentridae;Chrysiptera;talboti;Talbot's Demoiselle;1;0;0;1
Pomacentridae;Chrysiptera;unimaculata;Onespot Damsel;1;1;1;1
Pomacentridae;Dascyllus;abudafur;Indian Ocean Humbug;1;1;1;1
Pomacentridae;Dascyllus;aruanus;Humbug;1;0;0;1
Pomacentridae;Dascyllus;carneus;Indian Dascyllus;1;0;0;1
Pomacentridae;Dascyllus;marginatus;Marginate Dascyllus;1;1;1;1
Pomacentridae;Dascyllus;melanurus;Black-Tailed Dascyllus;1;0;0;1
Pomacentridae;Dascyllus;reticulatus;Reticulated Dascyllus;1;0;0;1
Pomacentridae;Dascyllus;trimaculatus;Three-Spot Dascyllus;1;1;1;1
Pomacentridae;Dischistodus;chrysopoecilus;Pale-Spot Damselfish;1;0;0;1
Pomacentridae;Dischistodus;fasciatus;Banded Damsel;1;0;0;1
Pomacentridae;Dischistodus;melanotus;Black-Vent Damselfish;1;0;0;1
Pomacentridae;Dischistodus;perspicillatus;White Damsel;1;0;0;1
Pomacentridae;Dischistodus;prosopotaenia;Honey-Head Damselfish;1;0;0;1
Pomacentridae;Dischistodus;pseudochrysopoecilus;Monarch Damselfish;1;0;0;1
Pomacentridae;Hemiglyphidodon;plagiometopon;Lagoon Damselfish;1;0;0;1
Pomacentridae;Lepidozygus;tapeinosoma;Fusilier Damselfish;1;0;0;1
Pomacentridae;Neoglyphidodon;crossi;Cross Damselfish;1;0;0;1
Pomacentridae;Neoglyphidodon;melas;Black Damsel;1;1;1;1
Pomacentridae;Neoglyphidodon;nigroris;Yellowtail Damselfish;1;0;0;1
Pomacentridae;Neoglyphidodon;oxyodon;Javanese Damsel;1;0;0;1
Pomacentridae;Neoglyphidodon;thoracotaeniatus;Western Barhead Damsel;1;0;0;1
Pomacentridae;Neopomacentrus;bankieri;Chinese Demoiselle;1;0;0;1
Pomacentridae;Neopomacentrus;cyanomos;Regal Demoiselle;1;0;0;1
Pomacentridae;Neopomacentrus;filamentosus;NA;1;0;0;1
Pomacentridae;Neopomacentrus;flavicauda;Red Sea Demoiselle;0;1;0;1
Pomacentridae;Neopomacentrus;miryae;Miry's Demoiselle;1;1;1;1
Pomacentridae;Plectroglyphidodon;dickii;Blackbar Damsel;1;0;0;1
Pomacentridae;Plectroglyphidodon;johnstonianus;Johnston Damsel;1;0;0;1
Pomacentridae;Plectroglyphidodon;leucozona;Whiteband Damselfish Not Leucozona;0;1;0;1
Pomacentridae;Plectroglyphidodon;leucozonus;Whiteband Damselfish Not Leucozona;1;0;0;1
Pomacentridae;Pomacentrus;adelus;Obscure Damselfish;1;0;0;1
Pomacentridae;Pomacentrus;albicaudatus;Whitetail Damselfish;1;0;0;1
Pomacentridae;Pomacentrus;alexanderae;Alexander's Damsel;1;0;0;1
Pomacentridae;Pomacentrus;amboinensis;Ambon Damselfish;1;0;0;1
Pomacentridae;Pomacentrus;aquilus;Dark Damsel;1;1;1;1
Pomacentridae;Pomacentrus;aurifrons;Goldhead Damsel;1;0;0;1
Pomacentridae;Pomacentrus;auriventris;Goldbelly Damsel;1;0;0;1
Pomacentridae;Pomacentrus;bankanensis;Speckled Damsel;1;0;0;1
Pomacentridae;Pomacentrus;brachialis;Charcoal Damsel;1;0;0;1
Pomacentridae;Pomacentrus;burroughi;Burroughs Damselfish;1;0;0;1
Pomacentridae;Pomacentrus;coelestis;Neon Damselfish;1;0;0;1
Pomacentridae;Pomacentrus;cuneatus;Wedgespot Damsel;1;0;0;1
Pomacentridae;Pomacentrus;grammorhynchus;Azurespot Damselfish;1;0;0;1
Pomacentridae;Pomacentrus;imitator;Imitator Damsel;1;0;0;1
Pomacentridae;Pomacentrus;lepidogenys;Scaly Damsel;1;0;0;1
Pomacentridae;Pomacentrus;leptus;Slender Damsel;1;1;1;1
Pomacentridae;Pomacentrus;moluccensis;Lemon Damsel;1;0;0;1
Pomacentridae;Pomacentrus;nagasakiensis;Nagasaki Damselfish;1;0;0;1
Pomacentridae;Pomacentrus;nigromanus;Goldback Damsel;1;0;0;1
Pomacentridae;Pomacentrus;nigromarginatus;Black-Margined Damselfish;1;0;0;1
Pomacentridae;Pomacentrus;pavo;Blue Damsel;1;0;0;1
Pomacentridae;Pomacentrus;philippinus;Philippine Damsel;1;0;0;1
Pomacentridae;Pomacentrus;reidi;Reid's Damsel;1;0;0;1
Pomacentridae;Pomacentrus;simsiang;Blueback Damselfish;1;0;0;1
Pomacentridae;Pomacentrus;stigma;Blackspot Damsel;1;0;0;1
Pomacentridae;Pomacentrus;sulfureus;Sulphur Damsel;1;1;1;1
Pomacentridae;Pomacentrus;taeniometopon;Brackish Damsel;1;0;0;1
Pomacentridae;Pomacentrus;trichrourus;Paletail Damsel;1;1;1;1
Pomacentridae;Pomacentrus;trilineatus;Threeline Damsel;1;1;1;1
Pomacentridae;Pomacentrus;tripunctatus;Threespot Damselfish;1;0;0;1
Pomacentridae;Pomacentrus;vaiuli;Princess Damselfly;1;0;0;1
Pomacentridae;Pycnochromis;amboinensis;Ambon Chromis;1;0;0;1
Pomacentridae;Pycnochromis;atripes;Dark-Fin Chromis;1;0;0;1
Pomacentridae;Pycnochromis;caudalis;Blue-Axil Chromis;1;0;0;1
Pomacentridae;Pycnochromis;delta;Deepreef Chromis;1;0;0;1
Pomacentridae;Pycnochromis;dimidiatus;Chocolatedip chromis;1;1;1;1
Pomacentridae;Pycnochromis;lineatus;Lined chromis;1;0;0;1
Pomacentridae;Pycnochromis;margaritifer;Bicolor Chromis;1;0;0;1
Pomacentridae;Pycnochromis;retrofasciatus;Blackbar Chromis;1;0;0;1
Pomacentridae;Stegastes;aureus;NA;1;0;0;1
Pomacentridae;Stegastes;lacrymatus;Jewel Damsel;1;1;1;1
Pomacentridae;Stegastes;nigricans;Dusky Gregory;1;1;1;1
Pomacentridae;Stegastes;punctatus;Bluntsnout Gregory;1;0;0;1
Priacanthidae;Priacanthus;blochii;Blochs Bigeye;1;0;0;1
Priacanthidae;Priacanthus;hamrur;Crescent-Tail Bigeye;1;1;1;1
Priacanthidae;Priacanthus;macracanthus;Spottedfin Bigeye;1;0;0;1
Pseudochromidae;Chlidichthys;auratus;Golden Dottyback;1;1;1;1
Pseudochromidae;Cypho;zaps;Checkered Dottyback;1;0;0;1
Pseudochromidae;Labracinus;cyclophthalmus;Firetail Dottyback;1;0;0;1
Pseudochromidae;Manonichthys;alleni;Sabah Dottyback;1;0;0;1
Pseudochromidae;Manonichthys;polynemus;Longfin Dottyback;1;0;0;1
Pseudochromidae;Manonichthys;splendens;Spendid Dottyback;1;0;0;1
Pseudochromidae;Pictichromis;paccagnellae;Royal Dottyback;1;0;0;1
Pseudochromidae;Pictichromis;porphyrea;Magenta Dottyback;1;0;0;1
Pseudochromidae;Pseudochromis;ammeri;Raja Dottyback;1;0;0;1
Pseudochromidae;Pseudochromis;bitaeniatus;Double-Striped Dottyback;1;0;0;1
Pseudochromidae;Pseudochromis;dixurus;Forktail Dottyback;1;1;1;1
Pseudochromidae;Pseudochromis;eichleri;Eichler's Dottyback;1;0;0;1
Pseudochromidae;Pseudochromis;erdmanni;Erdmann's Dottyback;1;0;0;1
Pseudochromidae;Pseudochromis;flavivertex;Sunrise Dottyback;1;1;1;1
Pseudochromidae;Pseudochromis;fridmani;Orchid Dottyback;1;1;1;1
Pseudochromidae;Pseudochromis;fuscus;Dusky Dottyback;1;0;0;1
Pseudochromidae;Pseudochromis;marshallensis;Marshall's dottyback;1;0;0;1
Pseudochromidae;Pseudochromis;olivaceus;Olive Dottyback;1;1;1;1
Pseudochromidae;Pseudochromis;perspicillatus;Blackstripe Dottyback;1;0;0;1
Pseudochromidae;Pseudochromis;pesi;Pale Dottyback;0;1;0;1
Pseudochromidae;Pseudochromis;springeri;Blue-Striped Dottyback;1;1;1;1
Pseudochromidae;Pseudochromis;steenei;Steene's Dottyback;1;0;0;1
Pseudochromidae;Pseudochromis;tapeinosoma;Blackmargin dottyback;1;0;0;1
Rachycentridae;Rachycentron;canadum;Cobia;1;0;0;1
Rhincodontidae;Rhincodon;typus;Whale Shark;1;1;1;1
Scombridae;Euthynnus;affinis;Mackerel Tuna;1;1;1;1
Scombridae;Grammatorcynus;bilineatus;Double-Lined Mackerel;1;1;1;1
Scombridae;Gymnosarda;unicolor;Dogtooth Tuna;1;1;1;1
Scombridae;Katsuwonus;pelamis;"Skipjack Tuna,";1;1;1;1
Scombridae;Rastrelliger;chrysozonus;Golden-striped Mackerel;0;1;0;1
Scombridae;Rastrelliger;kanagurta;Longjaw Mackerel;1;1;1;1
Scombridae;Scomberomorus;commerson;Spanish Mackerel;1;1;1;1
Scombridae;Thunnus;albacares;Yellowfin Tuna;0;1;0;1
Scombridae;Thunnus;obesus;Bigeye Tuna;1;0;0;1
Scorpaenidae;Dendrochirus;biocellatus;Twinspot Lionfish;1;0;0;1
Scorpaenidae;Dendrochirus;brachypterus;Dwarf Lionfish;1;0;0;1
Scorpaenidae;Dendrochirus;hemprichi;Red Sea Dwarf Lionfish;1;0;0;1
Scorpaenidae;Dendrochirus;zebra;Zebra Lionfish;1;0;0;1
Scorpaenidae;Neochirus;hemprichi;Red Sea Dwarf Lionfish;0;1;0;1
Scorpaenidae;Pteroidichthys;amboinensis;Ambon Scorpionfish;1;0;0;1
Scorpaenidae;Pterois;antennata;Spotfin Lionfish;1;0;0;1
Scorpaenidae;Pterois;cincta;Clearfin Lionfish;1;0;0;1
Scorpaenidae;Pterois;miles;Indian Lionfish;1;1;1;1
Scorpaenidae;Pterois;russelii;Russells Lionfish;1;0;0;1
Scorpaenidae;Pterois;volitans;Common Lionfish;1;0;0;1
Scorpaenidae;Pteropterus;cinctus;Red Sea Clearfin Lionfish;0;1;0;1
Scorpaenidae;Rhinopias;eschmeyeri;Eschmeyers Scorpionfish;1;0;0;1
Scorpaenidae;Scorpaenodes;guamensis;Guam Scorpionfish;1;0;0;1
Scorpaenidae;Scorpaenodes;kelloggi;Dwarf Scorpionfish;1;0;0;1
Scorpaenidae;Scorpaenodes;parvipinnis;Coral Scorpionfish;0;1;0;1
Scorpaenidae;Scorpaenopsis;barbata;Bearded Scorpionfish;1;1;1;1
Scorpaenidae;Scorpaenopsis;cotticeps;Sculpin Scorpionfish;1;0;0;1
Scorpaenidae;Scorpaenopsis;diabolus;Devil Scorpionfish;1;1;1;1
Scorpaenidae;Scorpaenopsis;macrochir;Flasher Scorpionfish;1;0;0;1
Scorpaenidae;Scorpaenopsis;oxycephala;Tasseled Scorpionfish;1;1;1;1
Scorpaenidae;Scorpaenopsis;papuensis;Papuan Scorpionfish;1;0;0;1
Scorpaenidae;Scorpaenopsis;possi;Poss's Scorpionfish;1;0;0;1
Scorpaenidae;Scorpaenopsis;venosa;Raggy Scorpionfish;1;0;0;1
Scorpaenidae;Sebastapistes;cyanostigma;Yellow-Spotted Scorpionfish;1;1;1;1
Scorpaenidae;Taenianotus;triacanthus;Leaf Scorpionfish;1;0;0;1
Scyliorhinidae;Atelomycterus;marmoratus;Coral Catshark;1;0;0;1
Siganidae;Siganus;argenteus;Forktail Rabbitfish;1;1;1;1
Siganidae;Siganus;corallinus;Coral Rabbitfish;1;0;0;1
Siganidae;Siganus;doliatus;Barred Rabbitfish;1;0;0;1
Siganidae;Siganus;fuscescens;Mottled Rabbitfish;1;0;0;1
Siganidae;Siganus;guttatus;Golden Rabbitfish;1;0;0;1
Siganidae;Siganus;javus;Java Rabbitfish;1;0;0;1
Siganidae;Siganus;labyrinthodes;Labyrinth Rabbitfish;1;0;0;1
Siganidae;Siganus;lineatus;Lined Rabbitfish;1;0;0;1
Siganidae;Siganus;luridus;Dusky Spinefoot;1;1;1;1
Siganidae;Siganus;puellus;Masked Rabbitfish;1;0;0;1
Siganidae;Siganus;punctatissimus;Fine-Spotted Rabbitfish;1;0;0;1
Siganidae;Siganus;punctatus;Spotted Rabbitfish;1;0;0;1
Siganidae;Siganus;rivulatus;Marbled Rabbitfish;1;1;1;1
Siganidae;Siganus;spinus;Scribbled Rabbitfish;1;0;0;1
Siganidae;Siganus;stellatus;Stellate Rabbitfish;1;1;1;1
Siganidae;Siganus;vermiculatus;Vermiculate Rabbitfish;1;0;0;1
Siganidae;Siganus;vulpinus;Foxface Rabbitfish;1;0;0;1
Sillaginidae;Sillago;sihama;Northern Whiting;1;0;0;1
Soleidae;Aseraggodes;macronasus;Two-Spot Sole;0;1;0;1
Soleidae;Aseraggodes;steinitzi;NA;0;1;0;1
Soleidae;Brachirus;aspilos;Dusky Sole;1;0;0;1
Soleidae;Liachirus;melanospilos;NA;1;0;0;1
Soleidae;Pardachirus;marmoratus;Red Sea Moses Sole;1;1;1;1
Soleidae;Soleichthys;dori;Dor's Sole;0;1;0;1
Solenostomidae;Solenostomus;cyanopterus;Robust Ghost Pipefish;1;1;1;1
Solenostomidae;Solenostomus;halimeda;Halimeda Ghost Pipefish;1;0;0;1
Solenostomidae;Solenostomus;paegnius;Roughsnout Ghost Pipefish;1;0;0;1
Solenostomidae;Solenostomus;paradoxus;Ornate Ghost Pipefish;1;1;1;1
Sparidae;Acanthopagrus;berda;Goldsilk Seabream;1;1;1;1
Sparidae;Acanthopagrus;bifasciatus;Doublebar Bream;1;1;1;1
Sparidae;Crenidens;crenidens;Karanteen Seabream;1;1;1;1
Sparidae;Diplodus;noct;Red Sea Seabream;1;1;1;1
Sparidae;Rhabdosargus;haffara;Haffara Seabream;1;1;1;1
Sphyraenidae;Sphyraena;barracuda;Great Barracuda;1;1;1;1
Sphyraenidae;Sphyraena;flavicauda;Yellowtail Barracuda;1;0;0;1
Sphyraenidae;Sphyraena;forsteri;Bigeye Barracuda;0;1;0;1
Sphyraenidae;Sphyraena;iburiensis;Iburi Barracuda;1;1;1;1
Sphyraenidae;Sphyraena;jello;Pickhandle Barracuda;1;1;1;1
Sphyraenidae;Sphyraena;obtusata;Obtuse Barracuda;1;1;1;1
Sphyraenidae;Sphyraena;qenie;Blackfin Barracuda;1;1;1;1
Sphyrnidae;Sphyrna;lewini;Scalloped Hammerhead;1;0;0;1
Spratelloididae;Herklotsichthys;punctatus;Spotback Herring;0;1;0;1
Spratelloididae;Herklotsichthys;quadrimaculatus;Goldspot Herring;0;1;0;1
Spratelloididae;Spratelloides;delicatulus;Blueback Sprat;0;1;0;1
Synanceiidae;Ablabys;macracanthus;Spiny Waspfish;1;0;0;1
Synanceiidae;Ablabys;taenianotus;Cockatoo Waspfish;1;0;0;1
Synanceiidae;Inimicus;didactylus;Spiny Devilfish;1;0;0;1
Synanceiidae;Inimicus;filamentosus;Two-Stick Stingfish;1;1;1;1
Synanceiidae;Paracentropogon;longispinus;Longspine Waspfish;1;0;0;1
Synanceiidae;Ptarmus;gallus;Crested Velvetfish;1;1;1;1
Synanceiidae;Synanceia;horrida;Estuarine Stonefish;1;0;0;1
Synanceiidae;Synanceia;nana;Red Sea Stonefish;0;1;0;1
Synanceiidae;Synanceia;verrucosa;Reef Stonefish;1;1;1;1
Syngnathidae;Acentronura;breviperula;Shortpouch Pygmy Pipehorse;1;0;0;1
Syngnathidae;Bulbonaricus;davaoensis;Davao Pughead Pipefish;1;0;0;1
Syngnathidae;Campichthys;tryoni;Tryon's Pipefish;1;0;0;1
Syngnathidae;Corythoichthys;flavofasciatus;Network Pipefish;1;1;1;1
Syngnathidae;Corythoichthys;haematopterus;Reeftop Pipefish;1;0;0;1
Syngnathidae;Corythoichthys;intestinalis;Messmate Pipefish;1;0;0;1
Syngnathidae;Corythoichthys;nigripectus;Red Sea Pipefish;1;1;1;1
Syngnathidae;Corythoichthys;ocellatus;Orange-spotted Pipefish;1;0;0;1
Syngnathidae;Corythoichthys;schultzi;Guilded Pipefish;1;1;1;1
Syngnathidae;Doryrhamphus;excisus;Bluestripe Pipefish;1;0;0;1
Syngnathidae;Doryrhamphus;japonicus;Honshu Pipefish;1;0;0;1
Syngnathidae;Dunckerocampus;boylei;Broad-Banded Pipefish;1;1;1;1
Syngnathidae;Dunckerocampus;dactyliophorus;Ringed Pipefish;1;0;0;1
Syngnathidae;Dunckerocampus;multiannulatus;Multibar Pipefish;1;1;1;1
Syngnathidae;Dunckerocampus;naia;Naia Pipefish;1;0;0;1
Syngnathidae;Dunckerocampus;pessuliferus;Orange-Banded Pipefish;1;0;0;1
Syngnathidae;Halicampus;dunckeri;Duncker's Pipefish;1;1;1;1
Syngnathidae;Halicampus;macrorhynchus;Winged Pipefish;1;1;1;1
Syngnathidae;Halicampus;mataafae;Samoan Pipefish;1;0;0;1
Syngnathidae;Hippocampus;bargibanti;Bargibanti Pygmy Seahorse;1;0;0;1
Syngnathidae;Hippocampus;curvicuspis;New Caledonian Thorny Seahorse;1;0;0;1
Syngnathidae;Hippocampus;denise;Denise's Pygmy Seahorse;1;0;0;1
Syngnathidae;Hippocampus;histrix;Thorny Seahorse;1;0;0;1
Syngnathidae;Hippocampus;jayakari;Jayakar's Seahorse;1;1;1;1
Syngnathidae;Hippocampus;kampylotrachelos;NA;1;0;0;1
Syngnathidae;Hippocampus;kuda;Estuary Seahorse;1;0;0;1
Syngnathidae;Hippocampus;pontohi;Weedi Pygmy Seahorse;1;0;0;1
Syngnathidae;Hippocampus;spinosissimus;Hedgehog Seahorse;1;0;0;1
Syngnathidae;Micrognathus;andersonii;Short-Snouted Pipefish;1;1;1;1
Syngnathidae;Micrognathus;natans;Offshore Pipefish;1;0;0;1
Syngnathidae;Trachyrhamphus;bicoarctatus;Double-Ended Pipefish;1;1;1;1
Synodontidae;Saurida;gracilis;Slender Lizardfish;1;1;1;1
Synodontidae;Saurida;nebulosa;Nebulous Lizardfish;1;0;0;1
Synodontidae;Synodus;binotatus;Twospot Lizardfish;1;0;0;1
Synodontidae;Synodus;dermatogenys;Clearfin Lizardfish;1;1;1;1
Synodontidae;Synodus;jaculum;Blackblotch Lizardfish;1;0;0;1
Synodontidae;Synodus;rubromarmoratus;Redmarbled Lizardfish;1;0;0;1
Synodontidae;Synodus;variegatus;Reef Lizardfish;1;1;1;1
Synodontidae;Trachinocephalus;trachinus;Bluntnose Lizardfish;1;0;0;1
Terapontidae;Terapon;jarbua;Crescent Grunter;1;1;1;1
Tetraodontidae;Arothron;caeruleopunctatus;Blue-Spotted Puffer;1;0;0;1
Tetraodontidae;Arothron;diadematus;Masked Puffer;1;1;1;1
Tetraodontidae;Arothron;hispidus;Whitespotted Puffer;1;1;1;1
Tetraodontidae;Arothron;immaculatus;Immaculate Puffer;1;1;1;1
Tetraodontidae;Arothron;manilensis;Striped Puffer;1;0;0;1
Tetraodontidae;Arothron;mappa;Map Puffer;1;0;0;1
Tetraodontidae;Arothron;multilineatus;Multilined Puffer;0;1;0;1
Tetraodontidae;Arothron;nigropunctatus;Blackspotted Puffer;1;0;0;1
Tetraodontidae;Arothron;stellatus;Starry Puffer;1;1;1;1
Tetraodontidae;Canthigaster;axiologus;Pacific Crown Toby;1;0;0;1
Tetraodontidae;Canthigaster;bennetti;Bennett's Toby;1;0;0;1
Tetraodontidae;Canthigaster;compressa;Fingerprint Toby;1;0;0;1
Tetraodontidae;Canthigaster;coronata;Crown Toby;1;0;0;1
Tetraodontidae;Canthigaster;cyanospilota;Blue-spotted Toby;1;1;1;1
Tetraodontidae;Canthigaster;epilampra;Lantern Toby;1;0;0;1
Tetraodontidae;Canthigaster;janthinoptera;Green-Spotted Toby;1;0;0;1
Tetraodontidae;Canthigaster;margaritata;Red Sea Toby;1;1;1;1
Tetraodontidae;Canthigaster;papua;Papuan Toby;1;0;0;1
Tetraodontidae;Canthigaster;pygmaea;Pygmy Toby;1;1;1;1
Tetraodontidae;Canthigaster;solandri;Solander's Toby;1;0;0;1
Tetraodontidae;Canthigaster;valentini;Black-Saddled Toby;1;0;0;1
Tetraodontidae;Torquigener;flavimaculosus;Yellowspotted Puffer;1;1;1;1
Torpedinidae;Torpedo;panthera;Leopard Torpedo Ray;1;1;1;1
Toxotidae;Toxotes;jaculatrix;Archerfish;1;0;0;1
Trichonotidae;Trichonotus;elegans;Threadfin Sanddiver;1;0;0;1
Trichonotidae;Trichonotus;nikii;Red Sea Sanddiver;1;1;1;1
Trichonotidae;Trichonotus;setiger;Spotted Sanddiver;1;0;0;1
Tripterygiidae;Enneapterygius;abeli;Abel’s Triplefin;1;1;1;1
Tripterygiidae;Enneapterygius;hemimelas;Halfblack Triplefin;1;0;0;1
Tripterygiidae;Enneapterygius;obscurus;Obscure Triplefin;0;1;0;1
Tripterygiidae;Enneapterygius;pusillus;Highcrest Triplefin;0;1;0;1
Tripterygiidae;Enneapterygius;qirmiz;Qirmiz Triplefin;1;1;1;1
Tripterygiidae;Enneapterygius;similis;Masked Triplefin;1;0;0;1
Tripterygiidae;Enneapterygius;tutuilae;Highfin Threefin;0;1;0;1
Tripterygiidae;Helcogramma;steinitzi;Red Triplefin;1;1;1;1
Tripterygiidae;Helcogramma;striata;Striped Threefin;1;0;0;1
Tripterygiidae;Ucla;xenogrammus;Largemouth Triplefin;1;0;0;1
Uranoscopidae;Uranoscopus;rosette;Rosette-Spotted Stargazer;1;1;1;1
Uranoscopidae;Uranoscopus;sulphureus;Whitemargin Stargazer;1;0;0;1
Xenisthmidae;Xenisthmus;polyzonatus;Bullseye Wriggler;0;1;0;1
Zanclidae;Zanclus;cornutus;Moorish Idol;1;0;0;1
